IdProcedimientos,CodProce,CodISS,CodSOAT,DESCRIP,TipoProc,ValorISS,ValorSOAT,ValorParticular,GrupoSOAT,QX,Clasificacion,Area,UVR,Institucional,Nivel,Cuenta,UVRN,ValorISS2000,OtrosServ,RN,DescripSoat,Sexo,Activo,Atributos,EdadInf,EdadSup,PerAtiende,TipoServ,Finalidad,MaxUn,AmbitoProce,FinalidadProce,PerAtiendeProce,ActoQuirurgico,HabilitadoHC,Hemoderivado,AplicaPyP,AplicaEnfermeria,Curaciones,TerapiaRespiratoria,TerapiaFisica,idAreaLaboratorio,CuentaColGaap,idPlantillaServicio
H6912,998102,,,HIPOTERMIA LOCAL,False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6913,998301,,,FOTOTERAPIA CONTINUA,False,0.0,0.0,0.0,0.0,False,,,,True,2,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6914,998302,37801,37801,"FOTOFERESIS TERAPEUTICA [FOTOQUIMIOTERAPIA] (PSORIASIS, VITILIGO, LINFOMAS) ",False,9095.0,0.0,0.0,1.04,False,,,,True,3,,0.0,0.0,,False,"QUIMIOFOTOTERAPIA (TRATAMIENTO PARA PSORIASIS, VITILIGO Y LINFOMAS), SESIÓN",A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6915,998501,,,HIPERTERMIA INDUCIDA [TERAPIA COMPLEMENTARIA] +,False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6916,998601,,,COLOCACION TRANSCUTANEA DE APOSITOS O PARCHES PARA LA ESTIMULACION DEL CRECIMIENTO OSEO,False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6917,999100,,39143,ACUPUNTURA Y TERAPIA NEURAL SOD +,False,0.0,0.0,0.0,1.73,False,,,,False,2,,0.0,0.0,,False,CONSULTA AMBULATORIA DE MEDICINA ESPECIALIZADA,A,False,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,False,False,False,False,False,False,False,,,
H6918,999200,,,TERAPIA DE FILTROS SOD +,False,0.0,0.0,0.0,0.0,False,,,,True,2,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6919,A10001,,,"INFORMACION, EDUCACION Y COMUNICACIÓN (IEC) EN POBLACION INFANTIL Y ADOLESCENTE",False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H692,147300,,2910,VITRECTOMIA MECANICA SOD ,False,0.0,0.0,0.0,20.0,True,,,,True,3,,0.0,0.0,,False,VITRECTOMÍA,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6920,A10002,,,"INFORMACION, EDUCACION Y COMUNICACIÓN (IEC) EN POBLACION DE HOMBRES Y MUJERES EN EDAD FERTIL",False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6921,A10003,,,"INFORMACION, EDUCACION Y COMUNICACIÓN (IEC) EN POBLACION DE MUJERES GESTANTES Y LACTANTES",False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6922,A10004,,,"INFORMACION, EDUCACION Y COMUNICACIÓN (IEC) EN POBLACION DE ADULTO MAYOR",False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6923,A10301,,,"INFORMACION, EDUCACION Y COMUNICACION (IEC) EN FOMENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES CRONICAS METABOLICAS",False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6924,A10302,,,"INFORMACION, EDUCACION Y COMUNICACION (IEC) EN FOMENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES CRONICAS CARDIOVASCULARES",False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6925,A20001,,40109,APOYO A LA VIGILANCIA DE INDICADORES DE PROTECCION ESPECIFICA Y DETECCCION TEMPRANA,False,0.0,0.0,0.0,0.16,False,,,,True,1,,0.0,0.0,,False,"ACCIONES DE PROMOCIÓN DE LA SALUD, PREVENCIÓN DE LA ENFERMEDAD Y PROTECCIÓN DEPARTAMENTOS DE : AMAZONAS, ARAUCA, CASANARE, CAQUETÁ, CHOCÓ, GUAJIRA, GUAINÍA, GUAVIARE, META, PUTUMAYO, SAN ANDRÉS Y PROVIDENCIA, SUCRE, VAUPÉS, VICHADA Y REGIÓN DE URABÁ. SE E",A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6926,A20002,,,ADQUISICION Y ADMINISTRACION DE INSUMOS Y BIOLÓGICOS,False,0.0,0.0,0.0,0.0,False,,,,True,1,,0.0,0.0,,False,,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6927,A22001,,40114,IDENTIFICACION Y CANALIZACION EFECTIVA DE LA POBLACION HACIA LA DETECCION TEMPRANA Y PROTECCION ESPECIFICA,False,0.0,0.0,0.0,0.18,False,,,,True,1,,0.0,0.0,,False,"ACCIONES DE PROMOCIÓN DE LA SALUD, PREVENCIÓN DE LA ENFERMEDAD Y PROTECCIÓN ESPECÍFICA. POR SESION.",A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6928,C00001,,," INSERCIÓN, ADAPTACIÓN Y CONTROL DE PROTESIS   MUCOSOPORTADA TOTAL SUPERIOR E INFERIOR (INCLUYE PROTESIS)",False,0.0,0.0,0.0,0.0,,,,,True,1,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6929,C00002,,," INSERCIÓN, ADAPTACIÓN Y CONTROL DE PROTESIS   MUCOSOPORTADA TOTAL SUPERIOR O INFERIOR  (INCLUYE PROTESIS)",False,0.0,0.0,0.0,0.0,,,,,True,1,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H693,147301,2912,2910,VITRECTOMÍA VIA ANTERIOR CON VITRIÓFAGO,False,0.0,0.0,0.0,20.0,True,I,87,135,True,3,,5362.0,0.0,,False,VITRECTOMÍA,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6930,C00003,,,APLICACIÓN INMUNOGLOBULINA ANTIRRABICA,False,0.0,0.0,0.0,0.0,,,,,True,1,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6931,C00004,,,APLICACIÓN INMUNOGLOBULINA ANTITETANICA,False,0.0,0.0,0.0,0.0,,,,,True,1,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6932,C00005,,,CARIOTIPO CON FRAGILIDAD CROMOSOMICA,False,0.0,0.0,0.0,0.0,,,,,True,3,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6933,C00006,,,ESTUDIO DE CITOGENÉTICA EN MÉDULA ÓSEA,False,0.0,0.0,0.0,0.0,,,,,True,3,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6934,C00007,,,"ESCISIÓN DE LESION CON SALPINGECTOMIA PARCIAL, POR LAPAROSCOPIA",False,0.0,0.0,0.0,0.0,,I,3110,,True,3,43123601,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6935,C00008,,,EXTIRPACION DEL GANGLIO CENTINELA CON RADIOMARCACION,False,0.0,0.0,0.0,0.0,,,,,True,3,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6936,C00009,,,"HISTERECTOMIA SUBTOTAL O SUPRACERVICAL, POR LAPAROSCOPIA",False,0.0,0.0,0.0,0.0,,I,3110,,True,3,43123601,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6937,C00010,,,HISTERECTOMIA RADICAL POR LAPAROSCOPIA,False,0.0,0.0,0.0,0.0,,I,3110,,True,3,43123601,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6938,C00011,,,PRUEBAS DE ADN PARA DETECCION DE VIRUS DE PAPILOMA HUMANO (VPH),False,0.0,0.0,0.0,0.0,,L,3140,,True,1,43124601,0.0,0.0,,False,PRUEBAS DE ADN PARA DETECCION DE VIRUS DE PAPILOMA HUMANO (VPH),A,True,|Pos_Pr|Sub_Pr|,000,599,1,3,10,,1,3,1,1,True,False,False,,,False,False,,,
H6939,906039,906039,19885,"TREPONEMA PALLIDUM, ANTICUERPOS PARA SIFILIS, PRUEBAS RAPIDAS  POR INMUNOCROMATOGRAFIA",False,0.0,0.0,0.0,3.31,False,L,3140,,True,1,43124701,0.0,0.0,,False,"SIFILIS, SEROLOGIA CONFIRMATORIA (FTA ABS) PRUEBA TREPONEMICA.
",,True,|Pos_Pr|Sub_Pr|,000,599,1,1,10,,2,2,5,1,True,False,False,False,False,False,False,,,
H694,147400,2910,2910,VITRECTOMIA VIA POSTERIOR SOD ,False,0.0,0.0,0.0,20.0,True,,,110,True,3,,0.0,0.0,,False,VITRECTOMÍA,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6940,C00013,,,RESECCIÓN DE LESION EN TROMPA DE FALOPIO POR LAPAROSCOPIA,False,0.0,0.0,0.0,0.0,,I,3110,,True,3,43123601,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6941,C00014,,,TECNICAS DE INSPECCION VISUAL CON ACIDO ACETICO Y LUGOL,False,0.0,0.0,0.0,0.0,,,,,True,1,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6942,C00015,,,TOPICACIÓN DE FLUOR EN BARNIZ,False,0.0,0.0,0.0,0.0,,,,,True,1,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6943,C00016,,,TRAQUELECTOMIA RADICAL POR LAPAROSCOPIA,False,0.0,0.0,0.0,0.0,,I,3110,,True,3,43123601,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6944,C00017,,,TROMBOLISIS ENDOVENOSA DE ATAQUE CEREBRO VASCULAR,False,0.0,0.0,0.0,0.0,,,,,True,3,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6945,C00018,,,TOMOGRAFIA AXIAL COMPUTARIZADA DE VÍAS URINARIAS (UROTAC),False,0.0,0.0,0.0,0.0,,R,09,,True,3,,0.0,0.0,,False,,,True,,,,,,,,,,,,True,False,False,False,False,False,False,,,
H6946,S01100,,,CONSULTA EXTERNA DE COMPLEJIDAD BAJA SOD ,False,0.0,0.0,0.0,0.0,False,,,,True,1,43121701,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6947,S01200,,,CONSULTA EXTERNA DE COMPLEJIDAD MEDIANA SOD ,False,0.0,0.0,0.0,0.0,False,,,,True,2,43121701,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6948,S01300,,,CONSULTA EXTERNA DE COMPLEJIDAD ALTA SOD ,False,0.0,0.0,0.0,0.0,False,,,,True,3,43121701,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6949,S11101,38111,38111,"INTERNACION EN SERVICIO COMPLEJIDAD BAJA, HABITACION UNIPERSONAL",False,0.0,0.0,0.0,6.52,False,,,,True,1,,0.0,0.0,,False,HABITACIÓN UNIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H695,147401,2910,2911,VITRECTOMÍA VIA POSTERIOR CON INSERCIÓN DE SILICÓN O GASES +,False,0.0,0.0,0.0,23.0,True,I,87,110,True,3,,8130.0,0.0,,False,VITRECTOMÍA CON O SIN INSERCIÓN DE SILICÓN O GASES Y ENDOLASER,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6950,S11102,38112,38112,"INTERNACION EN SERVICIO COMPLEJIDAD BAJA, HABITACION BIPERSONAL",False,0.0,0.0,0.0,6.12,False,,,,True,1,,0.0,0.0,,False,HABITACIÓN BIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6951,S11103,38113,38113,"INTERNACION EN SERVICIO COMPLEJIDAD BAJA, HABITACION TRES CAMAS",False,0.0,0.0,0.0,4.96,False,,,,True,1,,0.0,0.0,,False,HABITACIÓN DE TRES CAMAS,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6952,S11104,38114,38114,INTERNACION EN SERVICIO COMPLEJIDAD BAJA HABITACION DE CUATRO CAMAS,False,0.0,0.0,0.0,4.56,False,A,EST1,,True,1,43122701,0.0,0.0,,False,HABITACIÓN DE CUATRO Ó MAS CAMAS,A,False,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6953,S11201,38121,38121,"INTERNACION EN SERVICIO COMPLEJIDAD MEDIANA, HABITACION UNIPERSONAL",False,0.0,0.0,0.0,9.23,False,,,,True,2,,0.0,0.0,,False,HABITACIÓN UNIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6954,S11202,38262,38122,"INTERNACION EN SERVICIO COMPLEJIDAD MEDIANA, HABITACION BIPERSONAL",False,0.0,0.0,0.0,8.4,False,,,,True,2,,0.0,0.0,,False,HABITACIÓN BIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6955,S11203,38123,38123,INTERNACION EN SERVICIO COMPLEJIDAD MEDIAN HABITACION TRES CAMAS,False,0.0,0.0,0.0,7.14,False,A,EST1,,True,2,43122701,0.0,0.0,,False,HABITACIÓN DE TRES CAMAS,F,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6956,S11204,38264,38124,"INTERNACION EN SERVICIO COMPLEJIDAD MEDIANA, HABITACION DE CUATRO CAMAS",False,0.0,0.0,0.0,5.87,False,A,EST1,,True,2,43122701,0.0,0.0,,False,HABITACIÓN DE CUATRO Ó MAS CAMAS,F,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6957,S11301,38271,38131,"INTERNACION EN SERVICIO DE COMPLEJIDAD ALTA, HABITACION UNIPERSONAL",False,0.0,0.0,0.0,12.89,False,A,15,,True,3,,0.0,0.0,,False,HABITACIÓN UNIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6958,S11302,38272,38132,"INTERNACION EN SERVICIO DE COMPLEJIDAD ALTA, HABITACION BIPERSONAL",False,0.0,0.0,0.0,11.03,False,V,15,,True,3,,0.0,0.0,,False,HABITACIÓN BIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6959,S11303,38273,38133,"INTERNACION EN SERVICIO DE COMPLEJIDAD ALTA, HABITACION TRES CAMAS",False,0.0,0.0,0.0,9.17,False,,,,True,3,,0.0,0.0,,False,HABITACIÓN DE TRES CAMAS,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H696,147402,2913,2912,VITRECTOMÍA VIA POSTERIOR CON RETINOPEXIA +,False,0.0,0.0,0.0,21.0,True,I,87,240,True,3,,10338.0,0.0,,False,VITRECTOMÍA MÁS RETINOPEXIA,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6960,S11304,38134,38134,"INTERNACION EN SERVICIO DE COMPLEJIDAD ALTA, HABITACION DE CUATRO CAMAS",False,0.0,0.0,0.0,8.26,False,A,EST1,,True,3,43122701,0.0,0.0,,False,HABITACIÓN DE CUATRO Ó MAS CAMAS,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6961,S12101,38715,38735,UNIDAD DE CUIDADOS BASICOS,False,0.0,0.0,0.0,12.31,False,A,EST1,,True,3,43122801,0.0,0.0,,False,UNIDAD DE CUIDADOS BASICOS,A,False,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,False,False,False,False,False,False,False,,,
H6962,S12102,38525,38525,SALA ESPECIAL CUIDADOS INTENSIVOS INST TERCER NIVEL,False,0.0,0.0,0.0,49.71,False,A,EST1,,True,3,43122801,0.0,0.0,,False,SALA ESPECIAL CUIDADOS INTENSIVOS INST TERCER NIVEL,A,False,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,False,False,False,False,False,False,False,,,
H6963,S12103,38525,38525,INTERNACION EN UNIDAD DE CUIDADOS INTENSIVOS ADULTO,False,0.0,0.0,0.0,49.71,False,A,34,,True,3,,0.0,0.0,,False,SALA ESPECIAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6964,S12201,38826,38725,INTERNACION EN UNIDAD DE CUIDADOS INTERMEDIOS NEONATAL,False,0.0,0.0,0.0,10.14,False,,,,True,3,,0.0,0.0,,False,SALA ESPECIAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6965,S12202,38825,38625,INTERNACION EN UNIDAD DE CUIDADOS INTERMEDIOS PEDIÁTRICA,False,0.0,0.0,0.0,26.64,False,,,,True,3,,0.0,0.0,,False,CUIDADO INTERMEDIO,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6967,S12301,38635,38625,"INTERNACION EN UNIDAD DE QUEMADOS, PEDIÁTRICA",False,0.0,0.0,0.0,26.64,False,,,,True,3,,0.0,0.0,,False,CUIDADO INTERMEDIO,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6968,S12302,38625,38625,"INTERNACION EN UNIDAD DE QUEMADOS, ADULTO",False,0.0,0.0,0.0,26.64,False,,,,True,3,,0.0,0.0,,False,CUIDADO INTERMEDIO,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6969,S12400,38715,38715,INTERNACION EN UNIDAD DE CUIDADOS BASICOS NEONATALES SOD +,False,0.0,0.0,0.0,6.45,False,,,,True,3,,0.0,0.0,,False,SALA ESPECIAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H697,147403,,2910,VITRECTOMÍA VIA POSTERIOR CON ENDOLASER ,False,0.0,0.0,0.0,20.0,True,,,,True,3,,0.0,0.0,,False,VITRECTOMÍA,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6970,S12500,38325,38325,INTERNACION EN UNIDAD DE CUIDADO PALIATIVO SOD +,False,0.0,0.0,0.0,8.4,False,,,,True,2,,0.0,0.0,,False,"HABITACIÓN UNIPERSONAL, BIPERSONAL Ó DE MAS CAMAS",A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6971,S12600,38435,38435,INTERNACION EN UNIDAD DE AISLAMIENTO SOD,False,0.0,0.0,0.0,17.06,False,,,,True,2,,0.0,0.0,,False,SALA ESPECIAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6972,S12701,38221,38221,"INTERNACION EN UNIDAD DE SALUD MENTAL, COMPLEJIDAD BAJA +",False,0.0,0.0,0.0,9.23,False,,,,True,2,,0.0,0.0,,False,HABITACIÓN UNIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6973,S12710,S12710,38221,"INTERNACION EN UNIDAD DE SALUD MENTAL, COMPLEJIDAD MEDIANA +",False,55820.0,0.0,0.0,9.23,False,,,,True,2,,0.0,0.0,,False,HABITACIÓN UNIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6974,S12720,S12720,38231,"INTERNACION EN UNIDAD DE SALUD MENTAL, COMPLEJIDAD ALTA +",False,62440.0,0.0,0.0,12.89,False,,,,True,3,,0.0,0.0,,False,HABITACIÓN UNIPERSONAL,A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6975,S12800,38225,38225,INTERNACION PARCIAL EN HOSPITAL (HOSPITAL DIA) SOD,False,0.0,0.0,0.0,3.48,False,,,,True,2,,0.0,0.0,,False,"PERMANENCIA DIURNA, PARA TRATAMIENTO AMBULATORIO DEL PACIENTE COMPRENDIDOS LOS MISMOS SERVICIOS DE LA ESTANCIA SIQUIÁTRICA, EXCEPTO LA PERNOCTADA",A,True,,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6976,S12801,,,"INTERNACION PARCIAL EN INSTITUCION NO HOSPITALARIA (GRANJA PROTEGIDA, TALLER PROTEGIDO, CENTRO OCUPACIONAL O RESIDENCIA PROTEGIDA)",False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6977,S20000,,38915,SALA DE OBSERVACION (URGENCIAS) DE COMPLEJIDAD BAJA SOD +,False,0.0,0.0,0.0,2.26,False,A,3010,,True,2,43120901,0.0,0.0,3,False,SALA DE OBSERVACIÓN,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6978,S20100,,38925,SALA DE OBSERVACION (URGENCIAS) DE COMPLEJIDAD MEDIANA SOD +,False,0.0,0.0,0.0,2.83,False,A,3010,,True,2,43120901,0.0,0.0,3,False,SALA DE OBSERVACIÓN,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6979,S20200,,38935,SALA DE OBSERVACION (URGENCIAS) DE COMPLEJIDAD ALTA SOD +,False,0.0,0.0,0.0,3.6,False,V,3010,,True,3,43120901,0.0,0.0,,False,SALA DE OBSERVACIÓN,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H698,149100,,,DRENAJE DE COLECCIÓN COROIDEA SOD ,False,0.0,0.0,0.0,0.0,True,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H6980,S21100,39209,39220,SALA DE PARTO DE COMPLEJIDAD BAJA SOD,False,0.0,0.0,0.0,16.95,False,A,03,,True,,,0.0,0.0,,False,DERECHOS DE SALA DE PARTO,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6981,S21200,39209,39220,SALA DE PARTO DE COMPLEJIDAD MEDIANA SOD,False,0.0,0.0,0.0,16.95,False,,,,True,,,0.0,0.0,,False,DERECHOS DE SALA DE PARTO,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6982,S22100,39212,39212,SALA DE PROCEDIMIENTOS BASICA SOD,False,0.0,0.0,0.0,28.08,False,A,19,,True,,,0.0,0.0,,False,GRUPO  10,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6983,S22101,39205,39202,SALA DE CURACIONES,False,0.0,0.0,0.0,0.71,False,A,3010,,True,,43122701,0.0,0.0,,False,DERECHOS DE SALA PARA CURACIONES,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6984,S22102,39209,39201,SALA DE PEQUEÑA CIRUGIA (SUTURAS) +,False,0.0,0.0,0.0,1.64,False,A,3010,,True,1,43122701,0.0,0.0,3,False,DERECHOS DE SALA PARA SUTURAS,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6985,S22103,39210,39221,SALA DE YESOS,False,0.0,0.0,0.0,2.32,False,A,3010,,True,1,43122701,0.0,0.0,,False,DERECHOS DE SALA DE YESOS,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6986,S22200,39217,39221,SALA DE PROCEDIMIENTOS ESPECIAL SOD +,False,0.0,0.0,0.0,2.32,False,A,15,,True,,,0.0,0.0,,False,DERECHOS DE SALA DE YESOS,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6987,S22220,39207,39222,SALA DE HEMODIALISIS +,False,0.0,0.0,0.0,3.17,False,,,,True,,,0.0,0.0,,False,"POR SESIÓN, QUE INCLUYE: LA DOTACIÓN Y SERVICIO DE ENFERMERÍA, LA UTILIZACIÓN DE LOS EQUIPOS Y ELEMENTOS PROPIOS DE LA UNIDAD, SERVICIOS PÚBLICOS Y DE ASEO",A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6988,S22221,,,SALA DE HEMODINAMIA +,False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6989,S22222,,,SALA DE QUIMIOTERAPIA +,False,0.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H699,150100,17815,17815,BIOPSIA DE MÚSCULO O TENDÓN EXTRAOCULAR SOD +,False,0.0,0.0,0.0,3.0,True,I,52,30,True,1,,810.0,0.0,,False,MÚSCULO,A,True,,000,599,,,1,,,,,,True,False,False,False,False,False,False,,,
H6990,S22223,39208,39223,SALA DE DIALISIS PERITONEAL ,False,0.0,0.0,0.0,3.15,False,,,,True,,,0.0,0.0,,False,"ATENCIÓN DIARIA EN LA UNIDAD DE NEFROLOGÍA, QUE INCLUYE: LA DOTACIÓN Y SERVICIO DE ENFERMERÍA, LA UTILIZACIÓN DE LOS EQUIPOS Y ELEMENTOS PROPIOS DE LA UNIDAD, SERVICIOS PÚBLICOS Y DE ASEO",A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6991,S22224,S22224,,SALA DE ENDOSCOPIA ,False,5160.0,0.0,0.0,0.0,False,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
H6992,S23100,39209,39204,SALA DE CIRUGIA (QUIROFANOS) DE COMPLEJIDAD BAJA SOD,False,0.0,0.0,0.0,4.84,False,,,,True,,,0.0,0.0,,False,GRUPO  02,A,True,|Pos_Pr|Sub_Pr|,000,599,,,0,,2,1,1,,True,False,False,False,False,False,False,,,
